Concurso,Data do Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Ganhadores 6 acertos,Cidade / UF,Rateio 6 acertos,Ganhadores 5 acertos,Cidade/UF 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Cidade/UF 4 acertos,Rateio 4 acertos,Acumulado 6 acertos,Arrecadação Total,Estimativa prêmio,Acumulado Sorteio Especial Mega da Virada,Observação
1363,15/02/2012,25,35,42,45,52,57,0,,0.0,36,,36166.13,2744,,677.83,,22238800.0,5000000.0,,
1364,18/02/2012,10,13,20,40,44,53,0,,0.0,60,,26450.47,4436,,511.08,,27107626.0,19000000.0,,
1365,22/02/2012,02,24,26,32,35,50,0,,0.0,52,,23397.34,3368,,516.05,,20781492.0,22000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1366,25/02/2012,12,27,37,44,54,59,1,,22902720.55,124,,19590.46,7974,,435.2,,41492838.0,2000000.0,,
1367,01/03/2012,02,07,13,29,38,43,0,,0.0,111,,9193.08,6443,,226.25,,17429746.0,3800000.0,,
1368,03/03/2012,10,21,26,29,32,38,1,,4873830.43,34,,47804.75,4447,,522.13,,27762382.0,2000000.0,,
1369,07/03/2012,05,16,24,32,38,46,0,,0.0,195,,6509.72,7636,,237.48,,21682238.0,14500000.0,,
1370,10/03/2012,02,04,05,27,49,59,2,,7499281.75,115,,18434.86,9979,,303.49,,36211332.0,2000000.0,,
1371,14/03/2012,03,04,08,11,47,49,0,,0.0,101,,12265.25,7421,,238.47,,21159460.0,5000000.0,,
1372,17/03/2012,03,36,40,46,58,60,0,,0.0,48,,34817.31,4069,,586.74,,28545872.0,9000000.0,,
1373,21/03/2012,07,27,39,52,55,57,1,,8520148.41,73,,23495.92,6082,,402.87,,29296932.0,2000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1374,24/03/2012,06,21,28,31,33,43,0,,0.0,32,,44298.35,3575,,566.45,,24212762.0,15000000.0,,
1375,28/03/2012,14,25,28,45,53,58,2,,7822077.02,121,,16066.97,7136,,389.19,,33206740.0,2000000.0,,
1376,31/03/2012,09,11,21,49,53,54,0,,0.0,57,,25317.58,4091,,503.92,,24649260.0,5500000.0,,
1377,04/04/2012,02,05,12,13,25,35,1,,5600981.17,175,,9128.17,12352,,184.75,,27285304.0,2000000.0,,
1378,07/04/2012,02,05,17,18,54,59,0,,0.0,74,,15789.08,5614,,297.31,,19957006.0,5000000.0,,
1379,11/04/2012,05,12,36,45,50,58,0,,0.0,61,,24980.79,5455,,399.06,,26028118.0,17000000.0,,
1380,14/04/2012,03,14,52,55,57,60,0,,0.0,100,,23424.79,6994,,478.46,,40011288.0,23000000.0,,
1381,18/04/2012,11,27,30,40,44,57,1,,22817234.34,109,,23177.49,7087,,509.25,,43151892.0,2000000.0,,
1382,20/04/2012,05,13,16,17,27,55,0,,0.0,70,,14068.17,6131,,229.45,,16820638.0,4500000.0,,
1383,25/04/2012,07,09,23,44,46,55,0,,0.0,106,,14064.76,6224,,342.19,,25465080.0,7500000.0,,
1384,28/04/2012,02,18,30,31,45,56,2,,4030007.03,56,,33924.99,5010,,541.71,,32449994.0,14000000.0,,
1385,02/05/2012,27,35,36,37,42,59,1,,13402970.05,52,,28177.29,4170,,501.95,,25027030.0,2000000.0,,
1386,05/05/2012,12,28,38,39,51,56,0,,0.0,27,,54363.88,3462,,605.68,,25071540.0,6000000.0,,
1387,09/05/2012,18,27,32,43,50,52,0,,0.0,47,,34677.09,3492,,666.75,,27838600.0,9000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1388,12/05/2012,22,29,31,43,50,54,0,,0.0,48,,42785.64,4047,,724.95,,35078914.0,14000000.0,,
1389,16/05/2012,01,16,28,39,44,57,1,,13488668.85,146,,14870.28,7397,,419.29,,37083342.0,13000000.0,,
1390,19/05/2012,04,19,27,28,29,31,2,,6920519.93,149,,13356.03,7924,,358.77,,33991512.0,2000000.0,,
1391,23/05/2012,07,12,19,34,40,53,0,,0.0,74,,17006.16,5293,,339.65,,21495362.0,5000000.0,,
1392,26/05/2012,02,08,12,28,33,43,0,,0.0,116,,14023.2,8651,,268.62,,27785084.0,10000000.0,,
1393,30/05/2012,04,18,24,28,39,44,1,,8139697.37,86,,17831.94,5717,,383.2,,26194122.0,2000000.0,,
1394,02/06/2012,11,16,24,35,46,50,0,,0.0,32,,45243.54,4092,,505.44,,24729388.0,15000000.0,,
1395,06/06/2012,05,11,17,19,44,48,0,,0.0,245,,8770.07,13657,,224.75,,36700846.0,20000000.0,,
1396,09/06/2012,29,48,52,54,55,58,0,,0.0,44,,51823.24,4577,,711.7,,38947900.0,25000000.0,,
1397,13/06/2012,03,04,07,15,27,56,0,,0.0,249,,11336.06,18115,,222.59,,48213450.0,31000000.0,,
1398,16/06/2012,14,32,33,40,42,51,0,,0.0,75,,43777.11,7149,,656.09,,56080918.0,37000000.0,,
1399,20/06/2012,34,39,43,56,57,60,2,,19136470.53,648,,5950.16,9834,,560.11,,65858258.0,20000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1400,23/06/2012,09,26,34,43,53,54,0,,0.0,72,,30435.06,6208,,504.26,,37429448.0,25000000.0,,
1401,27/06/2012,11,12,25,33,48,54,1,,25157779.26,233,,10387.41,11965,,288.96,,41339942.0,2000000.0,,
1402,30/06/2012,02,09,10,21,27,38,0,,0.0,101,,15262.45,7929,,277.73,,26330100.0,6000000.0,,
1403,04/07/2012,13,16,20,26,39,42,0,,0.0,95,,19010.85,6176,,417.75,,30848352.0,10000000.0,,
1404,07/07/2012,07,08,27,31,32,51,0,,0.0,88,,25404.89,7470,,427.54,,38186236.0,27000000.0,,
1405,11/07/2012,03,14,17,32,37,39,1,,27622910.73,315,,9536.48,15516,,276.58,,51310412.0,2500000.0,,
1406,14/07/2012,07,10,17,24,38,57,0,,0.0,134,,12809.17,9133,,268.48,,29317880.0,6000000.0,,
1407,18/07/2012,18,29,31,42,43,53,0,,0.0,53,,34598.18,3583,,731.11,,31321024.0,11000000.0,,
1408,21/07/2012,04,19,20,24,39,43,0,,0.0,118,,19353.93,8075,,404.02,,39008398.0,16000000.0,,
1409,25/07/2012,06,19,26,47,50,58,0,,0.0,96,,25376.4,6846,,508.35,,41611002.0,33000000.0,,
1410,28/07/2012,18,29,40,42,50,54,0,,0.0,70,,48372.46,6917,,699.32,,57836634.0,42000000.0,,
1411,01/08/2012,08,12,32,44,46,48,2,,21505646.36,360,,12795.43,21016,,313.11,,78679980.0,3000000.0,,
1412,04/08/2012,06,08,24,37,41,45,1,,3288513.09,103,,17331.97,6893,,369.98,,30492424.0,2000000.0,,
1413,07/08/2012,13,15,33,45,54,55,0,,0.0,70,,12672.64,3887,,326.02,,15152076.0,4000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1414,09/08/2012,21,37,44,46,49,57,0,,0.0,36,,41848.78,3349,,642.64,,25733096.0,22000000.0,,
1415,11/08/2012,26,36,40,46,49,51,0,,0.0,39,,61075.63,3766,,903.55,,40685478.0,28000000.0,,
1416,15/08/2012,03,19,22,24,35,49,2,,14192091.49,206,,14477.96,14457,,294.71,,50942620.0,2500000.0,,
1417,18/08/2012,05,12,45,52,56,59,4,,773932.3,83,,20247.46,6383,,376.11,,28704854.0,2000000.0,,
1418,22/08/2012,07,08,10,12,27,56,0,,0.0,188,,7637.07,11107,,184.66,,24524004.0,5600000.0,,
1419,25/08/2012,17,21,30,48,52,58,0,,0.0,56,,32191.4,3828,,672.75,,30791774.0,22000000.0,,
1420,29/08/2012,02,11,16,18,36,45,0,,0.0,129,,18723.93,9189,,375.5,,41256602.0,28000000.0,,
1421,01/09/2012,19,31,39,44,53,59,1,,27700609.77,142,,20561.45,8046,,518.39,,49871110.0,2500000.0,,
1422,05/09/2012,02,05,13,17,39,44,1,,2662243.82,250,,5780.87,12007,,171.94,,24685402.0,2000000.0,,
1423,08/09/2012,03,08,21,25,27,43,3,,729819.96,187,,6355.96,8340,,203.59,,20301558.0,2000000.0,,
1424,12/09/2012,03,07,15,29,38,60,0,,0.0,83,,16458.38,6625,,294.56,,23333070.0,17000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1425,15/09/2012,07,16,29,36,38,50,1,,17534538.97,82,,27866.19,6460,,505.31,,39029976.0,2000000.0,,
1426,19/09/2012,06,15,18,24,30,44,0,,0.0,67,,19687.18,5957,,316.32,,22530210.0,5500000.0,,
1427,22/09/2012,08,39,44,47,53,56,0,,0.0,73,,23322.46,4824,,504.18,,29080638.0,9000000.0,,
1428,26/09/2012,07,15,19,34,37,55,1,,8826040.59,204,,8674.99,9777,,258.58,,30227772.0,2000000.0,,
1429,29/09/2012,09,12,22,39,48,60,0,,0.0,59,,25259.36,4805,,443.08,,25455478.0,16000000.0,,
1430,03/10/2012,02,19,22,30,46,52,0,,0.0,87,,26310.37,6685,,489.15,,39097864.0,22000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1431,06/10/2012,05,09,13,33,40,54,0,,0.0,278,,10435.48,17721,,233.86,,49552308.0,28000000.0,,
1432,10/10/2012,16,24,25,42,45,59,0,,0.0,124,,24792.19,10268,,427.71,,52510170.0,35000000.0,,
1433,13/10/2012,04,13,14,40,46,52,1,,33905517.49,124,,26342.96,9358,,498.66,,55794726.0,2000000.0,,
1434,17/10/2012,03,18,22,34,55,58,2,,1352380.47,116,,12657.75,6335,,331.1,,25079638.0,19000000.0,,
1435,20/10/2012,04,15,45,47,50,52,0,,0.0,93,,26165.43,6915,,502.71,,41564024.0,25000000.0,,
1436,24/10/2012,01,13,23,24,30,57,0,,0.0,127,,21218.15,9275,,415.04,,46027556.0,30000000.0,,
1437,27/10/2012,22,23,26,37,38,48,0,,0.0,107,,33311.44,8856,,574.96,,60881314.0,38000000.0,,
1438,31/10/2012,07,14,31,33,36,49,2,,19240377.33,712,,5654.86,19524,,294.6,,68771562.0,2500000.0,,
1439,03/11/2012,02,34,35,42,43,55,0,,0.0,45,,32387.25,3961,,525.63,,24893922.0,25000000.0,,
1440,07/11/2012,02,06,28,36,51,56,1,,24405605.1,148,,19463.78,11068,,371.81,,49203458.0,2000000.0,,
1441,10/11/2012,17,29,36,38,53,56,0,,0.0,66,,26165.75,5471,,450.93,,29497406.0,6700000.0,,
1442,14/11/2012,12,13,20,30,34,49,0,,0.0,80,,25198.19,6274,,459.0,,34432308.0,11000000.0,,
1443,17/11/2012,12,20,32,48,52,54,0,,0.0,72,,29228.38,5984,,502.39,,35945462.0,15000000.0,,
1444,21/11/2012,02,05,27,28,48,55,0,,0.0,175,,13021.24,11165,,291.56,,38922186.0,32000000.0,,
1445,24/11/2012,05,19,32,41,49,58,1,,33883410.57,133,,25183.96,10497,,455.83,,57211388.0,2500000.0,,
1446,28/11/2012,06,13,24,32,40,51,1,,2639040.77,87,,16466.92,5521,,370.69,,24470254.0,2500000.0,,
1447,01/12/2012,01,19,28,33,39,41,0,,0.0,51,,32040.96,4339,,538.0,,27911454.0,6000000.0,,
1448,05/12/2012,01,25,29,36,56,60,0,,0.0,83,,21898.01,6212,,417.97,,31044854.0,10000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1449,08/12/2012,02,06,18,30,52,56,0,,0.0,116,,18517.69,8481,,361.82,,36690336.0,27000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1450,12/12/2012,26,27,31,38,44,45,0,,0.0,88,,30888.14,7146,,543.39,,46428132.0,33000000.0,,
1451,15/12/2012,02,10,11,33,52,57,0,,0.0,164,,19191.54,12868,,349.41,,53760158.0,40000000.0,,
1452,18/12/2012,02,14,28,50,57,58,0,,0.0,60,,36504.89,5878,,532.32,,37411840.0,41000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1453,20/12/2012,06,13,25,32,47,57,0,,0.0,282,,10734.25,14237,,303.74,,51704394.0,48000000.0,,
1454,22/12/2012,04,27,29,41,48,52,0,,0.0,144,,23883.32,11007,,446.36,,58744064.0,230000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1455,31/12/2012,14,32,33,36,41,52,3,,81594699.72,1368,,27413.18,113258,,473.01,,640548924.0,2500000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1456,02/01/2013,06,08,14,26,36,40,0,,0.0,24,,29713.02,2685,,379.41,,12180490.0,3500000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1457,05/01/2013,15,16,34,42,46,59,0,,0.0,96,,18748.79,6867,,374.43,,30743352.0,7500000.0,,
1458,09/01/2013,02,04,16,33,44,51,0,,0.0,134,,15358.12,9515,,308.98,,35151968.0,13000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1459,12/01/2013,02,06,30,34,35,52,1,,13246202.09,147,,17821.85,11563,,323.66,,44748336.0,13000000.0,,
1460,16/01/2013,04,14,27,38,50,52,0,,0.0,103,,20925.78,7074,,435.26,,36815066.0,17000000.0,,
1461,19/01/2013,31,36,44,47,49,54,0,,0.0,99,,27077.55,6683,,573.02,,45787974.0,23000000.0,,
1462,23/01/2013,05,09,25,27,38,40,1,,22470803.48,392,,7251.21,12264,,331.1,,48551594.0,2000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1463,26/01/2013,13,22,28,29,40,48,0,,0.0,46,,35283.98,4520,,512.97,,27723126.0,6000000.0,,
1464,30/01/2013,02,24,32,50,54,59,0,,0.0,76,,23495.23,5570,,457.97,,30500016.0,25000000.0,,
1465,02/02/2013,06,11,16,26,44,53,0,,0.0,117,,23295.61,7939,,490.45,,46555048.0,30000000.0,,
1466,06/02/2013,04,06,13,34,37,51,1,,29873254.83,213,,14617.47,15287,,290.95,,53181258.0,3000000.0,,
1467,09/02/2013,23,24,26,41,52,53,1,,3097080.96,75,,22416.97,3925,,611.92,,28717388.0,1500000.0,,
1468,13/02/2013,01,02,10,19,20,37,1,,1542491.77,179,,4677.95,6493,,184.23,,14302608.0,2000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1469,16/02/2013,04,13,35,54,56,58,0,,0.0,105,,15231.81,6920,,330.16,,27317922.0,19000000.0,,
1470,20/02/2013,02,34,36,38,51,55,2,,9438162.39,172,,13889.98,9203,,370.85,,40807202.0,3000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1471,23/02/2013,10,25,33,36,40,58,0,,0.0,92,,17770.13,5159,,452.7,,27924488.0,6500000.0,,
1472,27/02/2013,12,18,23,25,45,50,0,,0.0,130,,13563.89,7002,,359.75,,30118576.0,10000000.0,,
1473,02/03/2013,02,12,33,57,58,60,0,,0.0,121,,18428.91,8300,,383.8,,38088322.0,15000000.0,,
1474,06/03/2013,01,02,03,11,28,43,1,,14742572.93,158,,15031.99,11838,,286.61,,40567716.0,16000000.0,,
1475,09/03/2013,12,13,37,44,48,51,1,,16179244.6,111,,20277.36,9065,,354.7,,38445112.0,3000000.0,,
1476,13/03/2013,04,10,26,37,47,57,0,,0.0,58,,25819.12,4681,,457.01,,25578566.0,7000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1477,16/03/2013,03,04,46,50,56,59,0,,0.0,58,,33527.4,4036,,688.3,,33215034.0,10000000.0,,
1478,20/03/2013,10,27,37,40,47,55,0,,0.0,56,,35716.33,4924,,580.28,,34163442.0,15000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1479,23/03/2013,21,48,50,54,57,60,0,,0.0,59,,40564.43,5006,,682.98,,40879372.0,32000000.0,,
1480,27/03/2013,09,14,21,26,36,52,1,,31618202.79,151,,19792.67,11395,,374.68,,51049112.0,2500000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1481,30/03/2013,17,27,28,40,44,55,0,,0.0,46,,28132.97,3154,,586.15,,22104474.0,5200000.0,,
1482,03/04/2013,06,09,11,34,41,53,0,,0.0,79,,20782.22,5433,,431.69,,28043090.0,9000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1483,06/04/2013,01,35,39,53,55,56,0,,0.0,53,,38750.7,4817,,609.08,,35080218.0,13000000.0,,
1484,10/04/2013,17,20,24,29,49,53,0,,0.0,85,,25680.65,7114,,438.34,,37284786.0,30000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1485,13/04/2013,04,27,30,36,54,59,0,,0.0,212,,14575.86,12408,,355.77,,52780898.0,37000000.0,,
1486,17/04/2013,01,06,10,34,40,54,1,,37137524.71,174,,20176.24,12128,,413.52,,59964778.0,2500000.0,,
1487,20/04/2013,04,09,17,23,28,53,0,,0.0,198,,8062.23,9593,,237.72,,27266336.0,6500000.0,,
1488,24/04/2013,04,22,25,38,45,51,1,,6092267.98,144,,11881.33,7105,,344.0,,29223638.0,2800000.0,,Sorteio realizado em Estúdio de TV.
1489,27/04/2013,01,15,24,26,28,48,1,,2867241.35,86,,18098.87,5462,,407.09,,26586222.0,17000000.0,,
1490,02/05/2013,01,03,31,32,43,52,0,,0.0,73,,26934.64,4902,,573.01,,33584654.0,20500000.0,,
1491,04/05/2013,06,26,45,50,56,60,0,,0.0,74,,31442.92,5450,,609.9,,39743064.0,25000000.0,,
1492,08/05/2013,04,09,18,44,46,48,1,,26460707.33,232,,12349.72,12719,,321.8,,48938634.0,2400000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1493,11/05/2013,07,12,24,27,30,49,2,,1471764.39,137,,11663.62,9075,,251.54,,27293590.0,2500000.0,,
1494,15/05/2013,02,14,24,28,35,50,0,,0.0,68,,20542.92,5746,,347.3,,23860410.0,19000000.0,,
1495,18/05/2013,04,13,14,44,49,57,0,,0.0,140,,16899.84,9828,,343.91,,40412652.0,24000000.0,,
1496,22/05/2013,14,18,28,41,47,54,0,,0.0,106,,25446.39,8337,,462.19,,46072184.0,29000000.0,,
1497,25/05/2013,04,05,07,27,45,58,0,,0.0,252,,11685.01,17540,,239.82,,50296330.0,34500000.0,,
1498,29/05/2013,06,11,27,40,46,49,0,,0.0,237,,14636.95,14820,,334.38,,59252370.0,43000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1499,01/06/2013,08,22,26,33,37,54,1,,43036617.07,295,,13922.29,18276,,321.03,,70151904.0,22000000.0,,
1500,05/06/2013,10,18,31,43,57,59,1,,22610179.37,81,,30598.43,7055,,501.86,,42334170.0,3000000.0,,
1501,08/06/2013,01,07,13,29,37,54,1,,3144718.24,238,,7172.83,11210,,217.55,,29159100.0,3000000.0,,
1502,12/06/2013,06,22,43,51,52,57,0,,0.0,48,,31688.04,3580,,606.95,,25980254.0,6000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1503,15/06/2013,03,04,16,22,36,42,0,,0.0,111,,16427.17,8448,,308.34,,31145306.0,10000000.0,,
1504,19/06/2013,02,10,12,30,41,42,0,,0.0,74,,25045.42,5957,,444.46,,31656794.0,25000000.0,,
1505,22/06/2013,01,02,06,09,16,32,0,,0.0,263,,9151.9,15199,,226.23,,41112500.0,29500000.0,,
1506,26/06/2013,03,14,18,34,42,49,0,,0.0,182,,13681.2,10892,,326.58,,42530682.0,35000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1507,29/06/2013,24,46,50,51,52,56,0,,0.0,93,,34293.63,7021,,648.93,,54475754.0,42000000.0,,
1508,03/07/2013,17,18,30,35,39,58,2,,21168975.92,115,,33054.59,10276,,528.45,,64928654.0,2500000.0,,
1509,06/07/2013,01,06,27,46,51,59,0,,0.0,71,,22607.95,5633,,407.08,,27417412.0,22000000.0,,
1510,10/07/2013,01,08,17,44,46,53,1,,22933056.04,95,,24874.7,9101,,370.93,,40363448.0,2700000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1511,13/07/2013,04,08,17,29,31,45,0,,0.0,138,,11883.51,7658,,305.92,,28011126.0,6500000.0,,
1512,17/07/2013,11,28,35,42,46,58,0,,0.0,94,,19009.23,5874,,434.57,,30521036.0,10000000.0,,Sorteio realizado em estúdio de TV.
1513,20/07/2013,17,28,31,56,57,58,0,,0.0,44,,47603.75,4837,,618.61,,35776730.0,14500000.0,,
1514,24/07/2013,16,17,23,42,59,60,1,,14061405.08,66,,31999.66,6219,,485.14,,36074146.0,14000000.0,,
1515,27/07/2013,04,13,14,18,49,59,1,,15200594.63,111,,17732.26,8567,,328.21,,33619702.0,2500000.0,,
1516,31/07/2013,04,18,20,34,45,60,1,,2581185.45,56,,25021.69,3946,,507.28,,23933796.0,2500000.0,,Sorteio realizado em estúdio de TV.
1517,03/08/2013,07,17,38,45,52,56,0,,0.0,60,,25710.14,5366,,410.68,,26348906.0,6000000.0,,
1518,06/08/2013,08,09,28,41,48,55,0,,0.0,28,,36256.85,2892,,501.47,,17340232.0,6700000.0,,
1519,08/08/2013,05,06,15,23,56,59,0,,0.0,72,,21543.33,5886,,376.46,,26494284.0,21000000.0,,
1520,10/08/2013,07,31,35,36,46,48,0,,0.0,43,,53442.81,5886,,557.74,,39252254.0,25000000.0,,
1521,14/08/2013,11,14,18,30,33,39,1,,25313774.0,134,,19657.33,9266,,406.1,,44992102.0,2500000.0,,
1522,17/08/2013,05,08,23,32,33,56,0,,0.0,93,,16446.2,6765,,322.98,,26124950.0,6000000.0,,
1523,21/08/2013,22,25,31,39,41,44,0,,0.0,61,,27846.83,4254,,570.44,,29014322.0,9500000.0,,
1524,24/08/2013,02,12,40,46,52,53,0,,0.0,53,,38596.27,4637,,630.21,,34940408.0,26000000.0,,
1525,28/08/2013,02,26,30,35,46,54,0,,0.0,67,,36863.34,6260,,563.63,,42186772.0,32000000.0,,
1526,31/08/2013,10,16,28,47,51,59,1,,31746274.15,149,,20637.37,10735,,409.2,,52522740.0,2500000.0,,
1527,04/09/2013,16,32,36,42,44,48,0,,0.0,92,,14866.46,5439,,359.23,,23361580.0,5200000.0,,
1528,06/09/2013,04,13,15,19,36,58,0,,0.0,101,,12591.67,7347,,247.28,,21722580.0,7500000.0,,
1529,11/09/2013,11,15,17,34,35,49,1,,8144582.4,75,,23758.3,6622,,384.4,,30435704.0,15000000.0,,
1530,14/09/2013,10,16,28,33,48,53,2,,7800140.92,138,,15973.07,9644,,326.52,,37650804.0,2500000.0,,
1531,18/09/2013,12,13,24,41,42,44,0,,0.0,108,,12777.02,5944,,331.64,,23570024.0,5500000.0,,
1532,21/09/2013,02,11,23,31,42,44,3,,1934416.36,91,,19455.14,5676,,445.58,,30240050.0,2500000.0,,
1533,25/09/2013,13,21,29,34,47,57,0,,0.0,89,,15085.8,5659,,338.93,,22933224.0,5200000.0,,Sorteio realizado em Estúdio de TV.
1534,28/09/2013,01,12,28,29,34,48,1,,5734618.57,89,,19892.61,6196,,408.19,,30240480.0,12300000.0,,
1535,02/10/2013,08,09,25,41,54,55,0,,0.0,63,,30780.52,6058,,457.28,,33122518.0,17000000.0,,Sorteio realizado em Estúdio de TV.
1536,05/10/2013,13,18,29,32,50,58,0,,0.0,89,,27340.47,7408,,469.24,,41562606.0,23000000.0,,
1537,09/10/2013,06,10,33,50,51,56,1,,23232379.04,209,,13956.16,11870,,351.04,,49821730.0,2500000.0,,Sorteio realizado em Estúdio de TV.
1538,11/10/2013,23,27,35,52,53,57,1,,2163459.28,132,,8897.35,5238,,320.31,,20060470.0,2500000.0,,
1539,16/10/2013,08,10,20,26,49,58,0,,0.0,53,,27254.69,4366,,472.64,,24673116.0,17500000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV
1540,19/10/2013,03,17,27,32,47,54,0,,0.0,299,,8340.81,14429,,246.91,,42597696.0,23000000.0,,
1541,23/10/2013,05,24,37,44,49,58,0,,0.0,205,,13154.6,12026,,320.34,,46061530.0,29000000.0,,Sorteio realizado em Estúdio de TV.
1542,26/10/2013,07,11,12,30,39,57,0,,0.0,154,,20868.02,11783,,389.62,,54891958.0,37000000.0,,
1543,30/10/2013,07,15,20,23,30,41,0,,0.0,182,,21370.06,13138,,422.91,,66433014.0,45000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV
1544,01/11/2013,02,21,30,35,45,50,0,,0.0,152,,26624.88,10385,,556.7,,69125452.0,75000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV
1545,06/11/2013,04,06,11,24,45,48,1,,80499108.16,680,,13845.79,45410,,296.19,,160817482.0,2800000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1546,09/11/2013,04,17,38,44,53,60,0,,0.0,100,,17358.44,6673,,371.61,,29649502.0,6500000.0,,
1547,13/11/2013,02,09,10,18,21,28,1,,6867422.89,227,,8776.15,11559,,246.21,,34028022.0,2500000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1548,16/11/2013,19,41,42,44,47,54,0,,0.0,45,,31037.69,3429,,581.88,,23856610.0,5700000.0,,
1549,20/11/2013,10,12,16,20,32,53,1,,5772796.8,66,,26319.82,6564,,378.05,,29671098.0,23000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV
1550,23/11/2013,09,13,21,27,36,56,1,,23634735.21,229,,11349.56,14109,,263.16,,44393694.0,2500000.0,,
1551,27/11/2013,02,15,19,21,23,38,1,,2820316.51,131,,11687.25,7631,,286.61,,26151116.0,3000000.0,,Sorteio realizado em Estúdio de TV.
1552,30/11/2013,07,18,24,26,39,46,0,,0.0,122,,13693.19,7839,,304.44,,28534554.0,6500000.0,,
1553,04/12/2013,20,21,22,29,46,60,0,,0.0,48,,39092.63,3788,,707.66,,32051102.0,11000000.0,,Sorteio realizado em Estúdio de TV.
1554,07/12/2013,30,32,49,50,52,53,0,,0.0,60,,37772.91,4098,,790.06,,38711366.0,27500000.0,,
1555,11/12/2013,02,05,23,33,52,59,0,,0.0,167,,16791.74,13033,,307.37,,47898192.0,33000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1556,14/12/2013,01,04,07,10,11,52,0,,0.0,549,,6125.83,26705,,179.9,,57443904.0,40000000.0,,
1557,17/12/2013,04,16,18,31,45,46,0,,0.0,123,,20612.58,8744,,414.21,,43305632.0,44000000.0,,Sorteio realizado em Estúdio de TV.
1558,19/12/2013,07,15,17,31,42,54,0,,0.0,186,,18644.94,11538,,429.38,,59235314.0,53000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1559,21/12/2013,08,12,16,29,37,58,1,,51491466.0,317,,11729.76,16431,,323.28,,63511922.0,200000000.0,,
1560,31/12/2013,20,30,36,38,47,53,4,,56169465.02,1147,,38701.2,90376,,701.67,,758218978.0,1500000.0,,Sorteio realizado em Estúdio de TV.
1561,02/01/2014,23,26,28,54,55,60,0,,0.0,20,,25914.28,1669,,443.62,,8852704.0,3000000.0,,
1562,04/01/2014,10,12,23,37,47,51,0,,0.0,59,,22007.62,4384,,423.11,,22178488.0,5800000.0,,
1563,09/01/2014,01,06,13,20,36,43,1,,6872625.83,202,,9475.83,10395,,263.05,,32694576.0,2500000.0,,
1564,11/01/2014,25,38,44,46,53,54,1,,3219906.28,71,,24619.0,5602,,445.74,,29856274.0,9000000.0,,
1565,15/01/2014,18,37,39,41,43,51,0,,0.0,52,,38754.07,5157,,558.24,,34421316.0,15000000.0,,Sorteio realizado em Estúdio de TV.
1566,18/01/2014,05,06,11,32,36,60,1,,14791263.61,133,,19327.16,8797,,417.43,,43906268.0,2500000.0,,
1567,22/01/2014,02,15,30,38,48,53,0,,0.0,59,,25222.12,4463,,476.33,,25417944.0,6000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1568,25/01/2014,19,24,25,28,42,58,0,,0.0,103,,18255.37,7192,,373.49,,32116978.0,10000000.0,,
1569,29/01/2014,05,15,18,31,42,53,0,,0.0,81,,25568.62,6718,,440.4,,35375222.0,27000000.0,,SORTEIO REALIZADO EM ESTÚDIO DE TV.
